Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2093,Band Hero,Wii,2009,Misc,Activision,0.6,0.3,0,0.09,0.99
2094,Cars: Race-O-Rama,Wii,2009,Racing,THQ,0.61,0.3,0,0.09,0.99
2095,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0,0.06,0.99
2096,EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.09,0.99
2097,Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.88,0.05,0,0.07,0.99
2098,Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.28,0,0.19,0.99
2099,The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99
2100,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0,0.11,0.99
2101,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0,0.11,0.99
2102,FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.65,0,0.11,0.99
2103,Shadow The Hedgehog,GC,2005,Platform,Sega,0.76,0.2,0,0.03,0.99
2104,Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0,0.8,0,0.18,0.99
2105,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0,0.08,0.99
2106,Cars,DS,2006,Racing,THQ,0.85,0.05,0,0.08,0.98
2107,Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98
2108,Far Cry 3,PC,2012,Shooter,Ubisoft,0.21,0.62,0,0.14,0.98
2109,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.98
2110,Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.19,0,0.07,0.98
2111,Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98
2112,Sonic & Sega All-Stars Racing,PS3,2010,Racing,Sega,0.36,0.46,0,0.17,0.98
2113,Tetris 2,NES,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
2114,NASCAR 99,N64,1998,Racing,Electronic Arts,0.94,0.04,0,0.01,0.98
2115,Air-Sea Battle,2600,N/A,Shooter,Atari,0.91,0.06,0,0.01,0.98
2116,Suikoden III,PS2,N/A,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98
2117,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.56,0.1,0.27,0.05,0.98
2118,South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.42,0.38,0,0.17,0.98
2119,Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.54,0.01,0.18,0.98
2120,Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.39,0.06,0.15,0.98
2121,Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.44,0,0.08,0.98
2122,Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0,0.92,0,0.05,0.98
2123,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.41,0.06,0.18,0.98
2124,Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.43,0.51,0.01,0.98
2125,Madden NFL 16,X360,2015,Sports,Electronic Arts,0.82,0.05,0,0.1,0.98
2126,Madden NFL 10,PS2,2009,Sports,Electronic Arts,0.88,0,0,0.1,0.98
2127,Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.27,0,0.09,0.98
2128,Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai Games,0.09,0.02,0.86,0.01,0.98
2129,Final Fantasy Type-0,PS4,2015,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.97
2130,Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.01,0,0.08,0.97
2131,de Blob,Wii,2008,Platform,THQ,0.5,0.37,0,0.1,0.97
2132,NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97
2133,Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.13,0.97
2134,NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08,0.97
2135,Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97
2136,Yakuza 4,PS3,N/A,Action,Sega,0.15,0.14,0.63,0.05,0.97
2137,Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.35,0,0.1,0.97
2138,Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.56,0.33,0,0.08,0.97
2139,NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97
2140,Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97
2141,NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.77,0.1,0,0.1,0.97
2142,FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97
2143,LEGO The Lord of the Rings,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.52,0.37,0,0.08,0.97
2144,Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,0,0,0.97,0,0.97
2145,Donkey Kong Junior,2600,1981,Platform,Atari,0.9,0.05,0,0.01,0.97
2146,LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97
2147,LEGO Harry Potter: Years 5-7,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.36,0.45,0,0.16,0.97
2148,Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.21,0.31,0.28,0.16,0.97
2149,Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0,0.06,0.97
2150,The Sims 2,DS,2005,Simulation,Electronic Arts,0.82,0.07,0,0.07,0.96
2151,Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
2152,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,0.54,0.36,0,0.06,0.96
2153,PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.28,0.04,0.14,0.96
2154,Dance Dance Revolution 2nd ReMIX,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.9,0.06,0.96
2155,Monster High: Ghoul Spirit,DS,2011,Misc,THQ,0.72,0.17,0,0.07,0.96
2156,Dragon Quest X,Wii,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96
2157,LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,Disney Interactive Studios,0.37,0.49,0,0.1,0.96
2158,Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.44,0,0.22,0.96
2159,Mortal Kombat Trilogy,N64,1996,Fighting,GT Interactive,0.72,0.22,0,0.02,0.96
2160,Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96
2161,Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.33,0,0.09,0.96
2162,Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.34,0.2,0.13,0.96
2163,NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96
2164,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96
2165,My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.96
2166,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.33,0.09,0.12,0.96
2167,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,Capcom,0.39,0,0.53,0.03,0.96
2168,Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96
2169,Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96
2170,The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0,0.15,0.96
2171,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.96
2172,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.33,0.15,0.15,0.96
2173,LEGO Jurassic World,X360,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.4,0,0.08,0.95
2174,ESPN NBA 2K5,XB,2004,Sports,Global Star,0.88,0.04,0,0.04,0.95
2175,Wheel of Fortune,PS2,N/A,Misc,Unknown,0.47,0.36,0,0.12,0.95
2176,World Championship Poker,PS2,2004,Misc,Play It,0.8,0.03,0,0.13,0.95
2177,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95
2178,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.74,0.19,0,0.03,0.95
2179,South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.57,0.3,0,0.08,0.95
2180,Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0,0.09,0.95
2181,SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.51,0,0.17,0.95
2182,Cars 2,Wii,2011,Racing,Disney Interactive Studios,0.46,0.39,0,0.1,0.95
2183,Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95
2184,Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95
2185,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003,Misc,Konami Digital Entertainment,0.68,0.25,0,0.02,0.95
2186,NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0,0.06,0.95
2187,Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.28,0,0.13,0.95
2188,Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.4,0,0.16,0.95
2189,Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.41,0.43,0,0.1,0.95
2190,Evolve,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.95
2191,WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.31,0.01,0.13,0.95
2192,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.08,0.95
2193,Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.7,0.17,0,0.08,0.95
2194,Lego Batman 3: Beyond Gotham,X360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.38,0,0.08,0.95
2195,Wii Play: Motion,Wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95
2196,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
2197,The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.5,0,0.17,0.94
2198,Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94
2199,Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.07,0.94
2200,The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94
2201,Rocksmith 2014,X360,2013,Misc,Ubisoft,0.69,0.17,0,0.08,0.94
2202,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94
2203,Cars,Wii,2006,Racing,THQ,0.83,0.04,0,0.07,0.94
2204,Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.13,0.94
2205,Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94
2206,Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.29,0.33,0.05,0.94
2207,The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94
2208,Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94
2209,Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0,0.13,0.94
2210,MVP Baseball 2005,XB,2005,Sports,Electronic Arts,0.7,0.2,0,0.03,0.94
2211,SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94
2212,NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94
2213,MLB 2000,PS,1999,Sports,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94
2214,The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.48,0.3,0.08,0.08,0.94
2215,Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
2216,Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0,0.04,0.94
2217,Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94
2218,Hot Shots Golf Fore!,PS2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0,0.12,0.94
2219,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94
2220,NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93
2221,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93
2222,Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.78,0.09,0,0.06,0.93
2223,Buzz! Quiz World,PS3,2009,Misc,Sony Computer Entertainment,0.16,0.58,0,0.2,0.93
2224,Bentley's Hackpack,GBA,2005,Misc,N/A,0.67,0.25,0,0.02,0.93
2225,Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0,0.04,0.93
2226,Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0,0.11,0.93
2227,EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.29,0.52,0.02,0.11,0.93
2228,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
2229,SSX,PS3,2012,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93
2230,Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.93
2231,LEGO Jurassic World,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.34,0.44,0,0.15,0.93
2232,Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93
2233,Crash City Mayhem,GBA,2004,Racing,THQ,0.67,0.25,0,0.02,0.93
2234,Spider-Man,2600,1981,Action,Parker Bros.,0.87,0.05,0,0.01,0.93
2235,Mega Man 4,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93
2236,Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93
2237,Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0,0.01,0.93
2238,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0,0.02,0.93
2239,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93
2240,Skylanders: Trap Team,X360,2014,Action,Activision,0.54,0.31,0,0.08,0.93
2241,Cars,GC,2006,Racing,THQ,0.72,0.19,0,0.03,0.93
2242,Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93
2243,Inazuma Eleven 3,DS,2010,Role-Playing,Level 5,0,0,0.93,0,0.93
2244,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.47,0.22,0.16,0.07,0.93
2245,SnoCross Championship Racing,PS,1999,Racing,Ubisoft,0.52,0.35,0,0.06,0.93
2246,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92
2247,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92
2248,Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92
2249,007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92
2250,NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92
2251,NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92
2252,FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.65,0,0.1,0.92
2253,EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.28,0,0.12,0.92
2254,SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92
2255,WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92
2256,Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92
2257,Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0,0.05,0.92
2258,Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92
2259,Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0,0.09,0.92
2260,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0,0.02,0.92
2261,Balloon Fight,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92
2262,Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0,0.08,0.92
2263,Disney Magical World,3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92
2264,Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92
2265,Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.39,0,0.15,0.92
2266,Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92
2267,The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92
2268,MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0,0,0.06,0.92
2269,Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92
2270,Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.45,0.35,0,0.12,0.92
2271,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92
2272,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92
2273,MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.67,0.08,0,0.17,0.92
2274,Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.92
2275,Homefront,PS3,2011,Shooter,THQ,0.32,0.4,0.04,0.15,0.91
2276,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.85,0,0,0.07,0.91
2277,Street Hoops,PS2,2002,Sports,Activision,0.45,0.35,0,0.12,0.91
2278,Avatar: The Game,PS3,2009,Action,Ubisoft,0.32,0.43,0,0.16,0.91
2279,Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,0.91
2280,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91
2281,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91
2282,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91
2283,LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.3,0,0.13,0.91
2284,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91
2285,Glover,N64,1998,Platform,Hasbro Interactive,0.72,0.17,0,0.01,0.91
2286,MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.26,0,0.12,0.91
2287,Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.46,0.38,0,0.08,0.91
2288,Namco Museum,XB,N/A,Misc,Unknown,0.77,0.11,0,0.04,0.91
2289,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.91
2290,Call of Duty: World at War,DS,2008,Shooter,Activision,0.57,0.26,0,0.08,0.91
2291,Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91
2292,Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0,0.04,0.91
2293,DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0,0.14,0.91
2294,Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.55,0.28,0,0.07,0.91
2295,The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.37,0,0.15,0.91
2296,Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9
2297,Rhythm Heaven,Wii,N/A,Misc,Unknown,0.13,0,0.77,0.01,0.9
2298,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,0,0,0.9,0,0.9
2299,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9
2300,SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9
2301,Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9
2302,Buzz! Quiz TV,PS3,2008,Misc,Sony Computer Entertainment,0.28,0.48,0,0.14,0.9
2303,We Ski & Snowboard,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.9
2304,Destruction Derby,PS,1995,Racing,Psygnosis,0.5,0.34,0,0.06,0.9
2305,TouchMaster 2,DS,2008,Puzzle,Midway Games,0.3,0.49,0,0.1,0.9
2306,Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9
2307,3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0,0.06,0.9
2308,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9
2309,Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9
2310,Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.36,0.05,0.22,0.9
2311,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.26,0,0.12,0.9
2312,Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.51,0.29,0,0.09,0.9
2313,Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9
2314,Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9
2315,James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9
2316,Samba De Amigo,Wii,2008,Misc,Sega,0.42,0.37,0.01,0.1,0.9
2317,The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.48,0,0.09,0.9
2318,Pure,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0,0.14,0.9
2319,FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.29,0.52,0,0.09,0.9
2320,Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.84,0,0,0.06,0.9
2321,LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.42,0.32,0.01,0.15,0.9
2322,X-Men Legends,XB,2004,Role-Playing,Activision,0.62,0.24,0,0.04,0.9
2323,NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0,0.04,0.9
2324,Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,0.44,0.34,0,0.11,0.9
2325,The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,0.73,0.1,0,0.06,0.9
2326,Madagascar,GBA,2005,Platform,Activision,0.62,0.24,0,0.03,0.89
2327,Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89
2328,Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.28,0,0.18,0.89
2329,Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.82,0.01,0,0.07,0.89
2330,Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0,0.12,0.89
2331,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89
2332,Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89
2333,Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89
2334,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,0.89
2335,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89
2336,The Jak and Daxter Collection,PS3,2012,Platform,Sony Computer Entertainment,0.6,0.19,0,0.1,0.89
2337,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89
2338,Pokemon Card GB2: Here Comes Team GR!,GB,2001,Strategy,Nintendo,0,0,0.89,0,0.89
2339,Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0,0.02,0.89
2340,CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0,0.1,0.89
2341,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89
2342,F1 2009,Wii,2009,Racing,Codemasters,0.15,0.63,0,0.11,0.89
2343,NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0,0.11,0.89
2344,EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.28,0.47,0,0.14,0.89
2345,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.13,0.46,0.08,0.89
2346,LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89
2347,F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89
2348,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.81,0,0.01,0.07,0.89
2349,Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0,0.09,0.89
2350,Wii Fit U,WiiU,2013,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89
2351,Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89
2352,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.6,0.21,0,0.08,0.89
2353,MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89
2354,SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0,0.68,0,0.2,0.89
2355,Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0,0,0.89,0,0.89
2356,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88
2357,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.36,0,0.08,0.88
2358,Sleeping Dogs,X360,2012,Action,Square Enix,0.38,0.41,0.01,0.08,0.88
2359,Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0,0.08,0.88
